image_id,image_path,mask_path,dataset,language,condition,word,word_color,font_color,background_color,label,dataset_name
multilingual_stroop_arabic_background_conflict_000228,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000228.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000228_mask.png,stroop,arabic,background_conflict,أبيض,white,purple,orange,purple,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000915,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000915.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000915_mask.png,stroop,arabic,background_conflict,أسود,black,blue,brown,blue,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000794,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000794.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000794_mask.png,stroop,arabic,background_conflict,أصفر,yellow,black,gray,black,multilingual_stroop
multilingual_stroop_arabic_background_conflict_003021,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_003021.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_003021_mask.png,stroop,arabic,background_conflict,أسود,black,red,gray,red,multilingual_stroop
multilingual_stroop_arabic_background_conflict_003543,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_003543.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_003543_mask.png,stroop,arabic,background_conflict,أصفر,yellow,brown,blue,brown,multilingual_stroop
multilingual_stroop_arabic_background_conflict_001073,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_001073.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_001073_mask.png,stroop,arabic,background_conflict,برتقالي,orange,black,brown,black,multilingual_stroop
multilingual_stroop_arabic_background_conflict_003351,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_003351.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_003351_mask.png,stroop,arabic,background_conflict,أحمر,red,purple,orange,purple,multilingual_stroop
multilingual_stroop_arabic_background_conflict_001744,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_001744.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_001744_mask.png,stroop,arabic,background_conflict,بني,brown,yellow,blue,yellow,multilingual_stroop
multilingual_stroop_arabic_background_conflict_001084,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_001084.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_001084_mask.png,stroop,arabic,background_conflict,برتقالي,orange,white,blue,white,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000926,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000926.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000926_mask.png,stroop,arabic,background_conflict,أصفر,yellow,gray,white,gray,multilingual_stroop
multilingual_stroop_arabic_background_conflict_003049,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_003049.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_003049_mask.png,stroop,arabic,background_conflict,بنفسجي,purple,green,black,green,multilingual_stroop
multilingual_stroop_arabic_background_conflict_001117,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_001117.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_001117_mask.png,stroop,arabic,background_conflict,أزرق,blue,yellow,black,yellow,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000642,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000642.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000642_mask.png,stroop,arabic,background_conflict,أخضر,green,purple,red,purple,multilingual_stroop
multilingual_stroop_arabic_background_conflict_004767,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_004767.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_004767_mask.png,stroop,arabic,background_conflict,أزرق,blue,orange,brown,orange,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000501,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000501.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000501_mask.png,stroop,arabic,background_conflict,برتقالي,orange,green,red,green,multilingual_stroop
multilingual_stroop_arabic_background_conflict_004066,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_004066.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_004066_mask.png,stroop,arabic,background_conflict,أبيض,white,yellow,blue,yellow,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000333,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000333.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000333_mask.png,stroop,arabic,background_conflict,بنفسجي,purple,orange,green,orange,multilingual_stroop
multilingual_stroop_arabic_background_conflict_004684,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_004684.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_004684_mask.png,stroop,arabic,background_conflict,رمادي,gray,blue,yellow,blue,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000486,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000486.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000486_mask.png,stroop,arabic,background_conflict,أخضر,green,purple,white,purple,multilingual_stroop
multilingual_stroop_arabic_background_conflict_001962,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_001962.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_001962_mask.png,stroop,arabic,background_conflict,رمادي,gray,purple,red,purple,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000393,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000393.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000393_mask.png,stroop,arabic,background_conflict,رمادي,gray,brown,white,brown,multilingual_stroop
multilingual_stroop_arabic_background_conflict_004842,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_004842.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_004842_mask.png,stroop,arabic,background_conflict,أخضر,green,white,black,white,multilingual_stroop
multilingual_stroop_arabic_background_conflict_004866,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_004866.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_004866_mask.png,stroop,arabic,background_conflict,أحمر,red,white,yellow,white,multilingual_stroop
multilingual_stroop_arabic_background_conflict_001755,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_001755.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_001755_mask.png,stroop,arabic,background_conflict,برتقالي,orange,yellow,purple,yellow,multilingual_stroop
multilingual_stroop_arabic_background_conflict_002515,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_002515.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_002515_mask.png,stroop,arabic,background_conflict,رمادي,gray,red,blue,red,multilingual_stroop
multilingual_stroop_arabic_background_conflict_003585,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_003585.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_003585_mask.png,stroop,arabic,background_conflict,بنفسجي,purple,black,brown,black,multilingual_stroop
multilingual_stroop_arabic_background_conflict_004315,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_004315.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_004315_mask.png,stroop,arabic,background_conflict,بني,brown,red,green,red,multilingual_stroop
multilingual_stroop_arabic_background_conflict_004966,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_004966.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_004966_mask.png,stroop,arabic,background_conflict,أصفر,yellow,black,orange,black,multilingual_stroop
multilingual_stroop_arabic_background_conflict_002099,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_002099.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_002099_mask.png,stroop,arabic,background_conflict,أسود,black,brown,red,brown,multilingual_stroop
multilingual_stroop_arabic_background_conflict_003599,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_003599.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_003599_mask.png,stroop,arabic,background_conflict,أخضر,green,white,yellow,white,multilingual_stroop
multilingual_stroop_arabic_background_conflict_004121,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_004121.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_004121_mask.png,stroop,arabic,background_conflict,رمادي,gray,purple,red,purple,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000029,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000029.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000029_mask.png,stroop,arabic,background_conflict,أبيض,white,yellow,red,yellow,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000065,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000065.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000065_mask.png,stroop,arabic,background_conflict,رمادي,gray,white,yellow,white,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000838,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000838.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000838_mask.png,stroop,arabic,background_conflict,أحمر,red,black,yellow,black,multilingual_stroop
multilingual_stroop_arabic_background_conflict_003906,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_003906.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_003906_mask.png,stroop,arabic,background_conflict,رمادي,gray,blue,orange,blue,multilingual_stroop
multilingual_stroop_arabic_background_conflict_003773,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_003773.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_003773_mask.png,stroop,arabic,background_conflict,رمادي,gray,yellow,blue,yellow,multilingual_stroop
multilingual_stroop_arabic_background_conflict_004635,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_004635.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_004635_mask.png,stroop,arabic,background_conflict,أحمر,red,yellow,brown,yellow,multilingual_stroop
multilingual_stroop_arabic_background_conflict_003161,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_003161.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_003161_mask.png,stroop,arabic,background_conflict,رمادي,gray,black,purple,black,multilingual_stroop
multilingual_stroop_arabic_background_conflict_002659,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_002659.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_002659_mask.png,stroop,arabic,background_conflict,أصفر,yellow,blue,gray,blue,multilingual_stroop
multilingual_stroop_arabic_background_conflict_004615,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_004615.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_004615_mask.png,stroop,arabic,background_conflict,أزرق,blue,gray,orange,gray,multilingual_stroop
multilingual_stroop_arabic_background_conflict_004628,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_004628.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_004628_mask.png,stroop,arabic,background_conflict,أصفر,yellow,blue,green,blue,multilingual_stroop
multilingual_stroop_arabic_background_conflict_002451,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_002451.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_002451_mask.png,stroop,arabic,background_conflict,برتقالي,orange,yellow,blue,yellow,multilingual_stroop
multilingual_stroop_arabic_background_conflict_002846,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_002846.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_002846_mask.png,stroop,arabic,background_conflict,أخضر,green,red,black,red,multilingual_stroop
multilingual_stroop_arabic_background_conflict_001144,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_001144.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_001144_mask.png,stroop,arabic,background_conflict,أزرق,blue,orange,gray,orange,multilingual_stroop
multilingual_stroop_arabic_background_conflict_003078,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_003078.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_003078_mask.png,stroop,arabic,background_conflict,أزرق,blue,orange,black,orange,multilingual_stroop
multilingual_stroop_arabic_background_conflict_001103,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_001103.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_001103_mask.png,stroop,arabic,background_conflict,أبيض,white,orange,black,orange,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000168,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000168.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000168_mask.png,stroop,arabic,background_conflict,أبيض,white,yellow,green,yellow,multilingual_stroop
multilingual_stroop_arabic_background_conflict_001670,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_001670.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_001670_mask.png,stroop,arabic,background_conflict,برتقالي,orange,gray,white,gray,multilingual_stroop
multilingual_stroop_arabic_background_conflict_002570,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_002570.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_002570_mask.png,stroop,arabic,background_conflict,أحمر,red,yellow,black,yellow,multilingual_stroop
multilingual_stroop_arabic_background_conflict_002377,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_002377.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_002377_mask.png,stroop,arabic,background_conflict,رمادي,gray,yellow,brown,yellow,multilingual_stroop
multilingual_stroop_arabic_background_conflict_004395,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_004395.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_004395_mask.png,stroop,arabic,background_conflict,أحمر,red,purple,white,purple,multilingual_stroop
multilingual_stroop_arabic_background_conflict_004257,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_004257.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_004257_mask.png,stroop,arabic,background_conflict,أصفر,yellow,blue,red,blue,multilingual_stroop
multilingual_stroop_arabic_background_conflict_003862,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_003862.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_003862_mask.png,stroop,arabic,background_conflict,بني,brown,green,purple,green,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000023,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000023.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000023_mask.png,stroop,arabic,background_conflict,أسود,black,green,red,green,multilingual_stroop
multilingual_stroop_arabic_background_conflict_002633,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_002633.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_002633_mask.png,stroop,arabic,background_conflict,بني,brown,green,purple,green,multilingual_stroop
multilingual_stroop_arabic_background_conflict_003340,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_003340.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_003340_mask.png,stroop,arabic,background_conflict,أحمر,red,blue,green,blue,multilingual_stroop
multilingual_stroop_arabic_background_conflict_002215,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_002215.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_002215_mask.png,stroop,arabic,background_conflict,أسود,black,purple,gray,purple,multilingual_stroop
multilingual_stroop_arabic_background_conflict_003682,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_003682.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_003682_mask.png,stroop,arabic,background_conflict,برتقالي,orange,green,purple,green,multilingual_stroop
multilingual_stroop_arabic_background_conflict_004724,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_004724.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_004724_mask.png,stroop,arabic,background_conflict,بنفسجي,purple,brown,gray,brown,multilingual_stroop
multilingual_stroop_arabic_background_conflict_001907,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_001907.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_001907_mask.png,stroop,arabic,background_conflict,برتقالي,orange,brown,black,brown,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000084,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000084.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000084_mask.png,stroop,arabic,background_conflict,بني,brown,green,blue,green,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000227,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000227.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000227_mask.png,stroop,arabic,background_conflict,أسود,black,white,brown,white,multilingual_stroop
multilingual_stroop_arabic_background_conflict_000296,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_000296.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_000296_mask.png,stroop,arabic,background_conflict,رمادي,gray,orange,blue,orange,multilingual_stroop
multilingual_stroop_arabic_background_conflict_001001,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_001001.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_001001_mask.png,stroop,arabic,background_conflict,بني,brown,orange,purple,orange,multilingual_stroop
multilingual_stroop_arabic_background_conflict_002138,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_background_conflict_002138.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_background_conflict_002138_mask.png,stroop,arabic,background_conflict,أخضر,green,yellow,red,yellow,multilingual_stroop
